,date,label,numerator,denominator,Symbol
1207,2010-05-12,"May 12, 10",11.0,10.0,HOMB
1208,2008-08-11,"August 11, 08",108.0,100.0,HOMB
1209,2018-10-29,"October 29, 18",1032.0,1000.0,HON
1210,2018-10-01,"October 01, 18",1011.0,1000.0,HON
1211,2016-10-03,"October 03, 16",10000.0,9947.0,HON
1212,1997-09-16,"September 16, 97",2.0,1.0,HON
1213,1994-03-15,"March 15, 94",2.0,1.0,HON
1214,1984-05-30,"May 30, 84",3.0,2.0,HON
1215,2017-09-01,"September 01, 17",1289.0,1000.0,HPE
1216,2017-04-03,"April 03, 17",13348.0,10000.0,HPE
1217,2015-11-02,"November 02, 15",2202.0,1000.0,HPQ
1218,2000-10-30,"October 30, 00",2.0,1.0,HPQ
1219,1996-07-16,"July 16, 96",2.0,1.0,HPQ
1220,1995-04-17,"April 17, 95",2.0,1.0,HPQ
1221,1983-08-26,"August 26, 83",2.0,1.0,HPQ
1222,1981-07-20,"July 20, 81",2.0,1.0,HPQ
1223,1979-07-31,"July 31, 79",2.0,1.0,HPQ
1224,1970-03-20,"March 20, 70",2.0,1.0,HPQ
1225,2008-04-01,"April 01, 08",10000.0,5366.0,HRC
1226,1992-03-02,"March 02, 92",2.0,1.0,HRC
1227,1987-03-02,"March 02, 87",2.0,1.0,HRC
1228,1984-02-27,"February 27, 84",2.0,1.0,HRC
1229,1982-02-26,"February 26, 82",2.0,1.0,HRC
1230,1973-03-05,"March 05, 73",2.0,1.0,HRC
1231,2016-02-10,"February 10, 16",2.0,1.0,HRL
1232,2011-02-15,"February 15, 11",2.0,1.0,HRL
1233,2000-02-16,"February 16, 00",2.0,1.0,HRL
1234,1990-02-21,"February 21, 90",2.0,1.0,HRL
1235,1987-06-02,"June 02, 87",2.0,1.0,HRL
1236,1985-09-04,"September 04, 85",2.0,1.0,HRL
1237,2004-06-16,"June 16, 04",2.0,1.0,HSY
1238,1996-09-16,"September 16, 96",2.0,1.0,HSY
1239,1986-09-16,"September 16, 86",3.0,1.0,HSY
1240,1983-09-16,"September 16, 83",2.0,1.0,HSY
1241,2014-12-16,"December 16, 14",1.0,2.0,HTA
1242,2000-02-03,"February 03, 00",11.0,10.0,HTBK
1243,1999-02-22,"February 22, 99",3.0,2.0,HTBK
1244,2003-12-30,"December 30, 03",3.0,2.0,HTLF
1245,1996-08-12,"August 12, 96",2.0,1.0,HUBB
1246,1995-01-09,"January 09, 95",105.0,100.0,HUBB
1247,1992-01-06,"January 06, 92",105.0,100.0,HUBB
1248,1991-01-07,"January 07, 91",105.0,100.0,HUBB
1249,1990-01-08,"January 08, 90",105.0,100.0,HUBB
1250,1989-01-09,"January 09, 89",105.0,100.0,HUBB
1251,1985-08-12,"August 12, 85",2.0,1.0,HUBB
1252,1981-02-11,"February 11, 81",2.0,1.0,HUBB
1253,1991-08-01,"August 01, 91",3.0,2.0,HUM
1254,1984-02-01,"February 01, 84",6.0,5.0,HUM
1255,1983-02-01,"February 01, 83",4.0,3.0,HUM
1256,1982-02-01,"February 01, 82",3.0,2.0,HUM
1257,2018-06-14,"June 14, 18",104.0,100.0,HWBK
1258,2017-06-13,"June 13, 17",1.0,1.0,HWBK
1259,2015-06-11,"June 11, 15",104.0,100.0,HWBK
1260,2014-06-11,"June 11, 14",104.0,100.0,HWBK
1261,2013-06-13,"June 13, 13",1.0,1.0,HWBK
1262,2013-06-12,"June 12, 13",104.0,100.0,HWBK
1263,2012-06-13,"June 13, 12",26.0,25.0,HWBK
1264,2011-06-13,"June 13, 11",1.0,1.0,HWBK
1265,2010-06-11,"June 11, 10",1.0,1.0,HWBK
1266,2009-06-11,"June 11, 09",104.0,100.0,HWBK
1267,2003-07-16,"July 16, 03",3.0,2.0,HWBK
1268,2000-06-13,"June 13, 00",2.0,1.0,HWBK
1269,1999-10-14,"October 14, 99",3.0,2.0,HWBK
1270,1997-03-25,"March 25, 97",1.0,1.0,HWKN
1271,1996-03-27,"March 27, 96",1.0,1.0,HWKN
1272,1995-03-27,"March 27, 95",1.0,1.0,HWKN
1273,1994-03-21,"March 21, 94",105.0,100.0,HWKN
1274,1993-03-22,"March 22, 93",105.0,100.0,HWKN
1275,1992-03-23,"March 23, 92",105.0,100.0,HWKN
1276,1991-03-22,"March 22, 91",105.0,100.0,HWKN
1277,1990-03-26,"March 26, 90",105.0,100.0,HWKN
1278,1989-04-24,"April 24, 89",2.0,1.0,HWKN
1279,1988-04-04,"April 04, 88",110.0,100.0,HWKN
1280,1987-04-06,"April 06, 87",110.0,100.0,HWKN
1281,1986-02-24,"February 24, 86",110.0,100.0,HWKN
1282,1985-03-29,"March 29, 85",110.0,100.0,HWKN
1283,1984-03-12,"March 12, 84",110.0,100.0,HWKN
1284,1983-03-14,"March 14, 83",115.0,100.0,HWKN
1285,1982-03-15,"March 15, 82",115.0,100.0,HWKN
1286,1981-03-04,"March 04, 81",115.0,100.0,HWKN
1287,2010-09-01,"September 01, 10",1.0,10.0,IBCP
1288,1999-05-27,"May 27, 99",2.0,1.0,IBM
1289,1997-05-28,"May 28, 97",2.0,1.0,IBM
1290,1979-06-01,"June 01, 79",4.0,1.0,IBM
1291,1973-05-29,"May 29, 73",5.0,4.0,IBM
1292,1968-04-23,"April 23, 68",2.0,1.0,IBM
1293,1966-05-18,"May 18, 66",3.0,2.0,IBM
1294,1964-05-18,"May 18, 64",5.0,4.0,IBM
1295,2007-05-17,"May 17, 07",11.0,10.0,IBOC
1296,2005-06-01,"June 01, 05",125.0,100.0,IBOC
1297,2004-06-01,"June 01, 04",5.0,4.0,IBOC
1298,2003-06-17,"June 17, 03",5.0,4.0,IBOC
1299,2002-06-17,"June 17, 02",5.0,4.0,IBOC
1300,2001-06-18,"June 18, 01",125.0,100.0,IBOC
1301,2000-06-13,"June 13, 00",5.0,4.0,IBOC
1302,1999-06-14,"June 14, 99",5.0,4.0,IBOC
1303,1998-06-15,"June 15, 98",5.0,4.0,IBOC
1304,1997-06-10,"June 10, 97",5.0,4.0,IBOC
1305,1996-06-10,"June 10, 96",5.0,4.0,IBOC
1306,2016-11-04,"November 04, 16",5.0,1.0,ICE
1307,1985-06-07,"June 07, 85",2.0,1.0,IDA
1308,2007-05-22,"May 22, 07",3.0,2.0,IEX
1309,2004-06-01,"June 01, 04",3.0,2.0,IEX
1310,1997-02-03,"February 03, 97",3.0,2.0,IEX
1311,1995-02-01,"February 01, 95",3.0,2.0,IEX
1312,1994-01-20,"January 20, 94",3.0,1.0,IFF
1313,1974-12-17,"December 17, 74",102.0,100.0,IFF
1314,2012-02-15,"February 15, 12",1.0,1.0,IHC
1315,2004-07-06,"July 06, 04",9.0,5.0,IHC
1316,2000-08-10,"August 10, 00",1.0,1.0,IHC
1317,1996-07-01,"July 01, 96",1.0,2.0,IHC
1318,1987-11-05,"November 05, 87",2322.0,1000.0,IHC
1319,1987-10-01,"October 01, 87",3.0,2.0,INDB
1320,2005-01-26,"January 26, 05",2.0,1.0,INGR
1321,2000-07-31,"July 31, 00",2.0,1.0,INTC
1322,1999-04-12,"April 12, 99",2.0,1.0,INTC
1323,1997-07-14,"July 14, 97",2.0,1.0,INTC
1324,1995-06-19,"June 19, 95",2.0,1.0,INTC
1325,1993-06-07,"June 07, 93",2.0,1.0,INTC
1326,1987-10-29,"October 29, 87",3.0,2.0,INTC
1327,1983-07-01,"July 01, 83",2.0,1.0,INTC
1328,1980-10-09,"October 09, 80",2.0,1.0,INTC
1329,2006-07-07,"July 07, 06",2.0,1.0,INTU
1330,1999-10-01,"October 01, 99",3.0,1.0,INTU
1331,1995-08-22,"August 22, 95",2.0,1.0,INTU
1332,2007-07-23,"July 23, 07",2.0,1.0,IOSP
1333,2014-07-02,"July 02, 14",1014.0,1000.0,IP
1334,1995-09-18,"September 18, 95",2.0,1.0,IP
1335,1987-05-20,"May 20, 87",2.0,1.0,IP
1336,1962-11-19,"November 19, 62",102.0,100.0,IP
1337,1999-07-16,"July 16, 99",2.0,1.0,IPG
1338,1997-07-16,"July 16, 97",3.0,2.0,IPG
1339,1992-06-16,"June 16, 92",2.0,1.0,IPG
1340,1989-06-16,"June 16, 89",3.0,2.0,IPG
1341,1986-06-24,"June 24, 86",2.0,1.0,IPG
1342,1984-02-15,"February 15, 84",2.0,1.0,IPG
1343,2014-09-26,"September 26, 14",1082.0,1000.0,IRM
1344,2007-01-03,"January 03, 07",3.0,2.0,IRM
1345,2004-07-01,"July 01, 04",3.0,2.0,IRM
1346,2002-01-02,"January 02, 02",3.0,2.0,IRM
1347,2000-01-05,"January 05, 00",1.0,1.0,IRM
1348,1998-08-03,"August 03, 98",3.0,2.0,IRM
1349,2008-03-11,"March 11, 08",11.0,10.0,ISBA
1350,2006-03-02,"March 02, 06",11.0,10.0,ISBA
1351,2014-05-08,"May 08, 14",2549.0,1000.0,ISBC
1352,2011-11-01,"November 01, 11",10000.0,3316.0,ITT
1353,2006-02-22,"February 22, 06",2.0,1.0,ITT
1354,2006-05-26,"May 26, 06",2.0,1.0,ITW
1355,1997-05-28,"May 28, 97",2.0,1.0,ITW
1356,1993-06-21,"June 21, 93",2.0,1.0,ITW
1357,1987-05-27,"May 27, 87",2.0,1.0,ITW
1358,1984-05-23,"May 23, 84",2.0,1.0,ITW
1359,2005-05-24,"May 24, 05",2.0,1.0,JBHT
1360,2003-09-02,"September 02, 03",2.0,1.0,JBHT
1361,1992-03-16,"March 16, 92",3.0,2.0,JBHT
1362,1986-07-08,"July 08, 86",2.0,1.0,JBHT
1363,2006-01-06,"January 06, 06",2.0,1.0,JJSF
1364,1989-08-15,"August 15, 89",2.0,1.0,JJSF
1365,1986-06-06,"June 06, 86",3.0,2.0,JJSF
1366,2001-03-05,"March 05, 01",2.0,1.0,JKHY
1367,2000-03-03,"March 03, 00",2.0,1.0,JKHY
1368,1997-03-14,"March 14, 97",3.0,2.0,JKHY
1369,1994-03-11,"March 11, 94",4.0,3.0,JKHY
1370,1993-03-09,"March 09, 93",3.0,2.0,JKHY
1371,1992-03-04,"March 04, 92",3.0,2.0,JKHY
1372,2001-06-13,"June 13, 01",2.0,1.0,JNJ
1373,1996-06-12,"June 12, 96",2.0,1.0,JNJ
1374,1992-06-10,"June 10, 92",2.0,1.0,JNJ
1375,1989-05-11,"May 11, 89",2.0,1.0,JNJ
1376,1981-05-19,"May 19, 81",3.0,1.0,JNJ
1377,1970-05-18,"May 18, 70",3.0,1.0,JNJ
1378,1967-06-19,"June 19, 67",3.0,1.0,JNJ
1379,2000-06-12,"June 12, 00",3.0,2.0,JPM
1380,1998-06-15,"June 15, 98",2.0,1.0,JPM
1381,1984-04-16,"April 16, 84",3.0,2.0,JPM
1382,1982-04-16,"April 16, 82",3.0,2.0,JPM
1383,1999-06-01,"June 01, 99",2.0,1.0,JW-A
1384,1998-10-19,"October 19, 98",2.0,1.0,JW-A
1385,1995-10-19,"October 19, 95",2.0,1.0,JW-A
1386,1994-07-14,"July 14, 94",2.0,1.0,JW-A
1387,1982-09-14,"September 14, 82",2.0,1.0,JW-A
1388,1997-08-25,"August 25, 97",2.0,1.0,K
1389,1991-12-17,"December 17, 91",2.0,1.0,K
1390,1986-01-28,"January 28, 86",2.0,1.0,K
1391,1973-04-30,"April 30, 73",2.0,1.0,K
1392,2001-07-12,"July 12, 01",1.0,5.0,KAI
1393,1996-06-27,"June 27, 96",3.0,2.0,KAI
1394,1995-09-18,"September 18, 95",3.0,2.0,KAI
1395,2014-11-03,"November 03, 14",1281.0,1000.0,KBAL
1396,1997-12-09,"December 09, 97",2.0,1.0,KBAL
1397,1987-12-21,"December 21, 87",2.0,1.0,KBAL
1398,1983-12-16,"December 16, 83",2.0,1.0,KBAL
1399,1998-03-09,"March 09, 98",2.0,1.0,KEY
1400,1994-03-02,"March 02, 94",1205.0,1000.0,KEY
1401,1993-03-23,"March 23, 93",2.0,1.0,KEY
1402,1992-04-15,"April 15, 92",3.0,2.0,KEY
1403,2000-01-19,"January 19, 00",2.0,1.0,KLAC
1404,1995-10-02,"October 02, 95",2.0,1.0,KLAC
1405,1984-12-17,"December 17, 84",3.0,2.0,KLAC
1406,1983-12-09,"December 09, 83",2.0,1.0,KLAC
1407,1983-01-10,"January 10, 83",2.0,1.0,KLAC
1408,2014-11-03,"November 03, 14",1043.0,1000.0,KMB
1409,1997-04-03,"April 03, 97",2.0,1.0,KMB
1410,1995-12-01,"December 01, 95",1.0,1.0,KMB
1411,1992-01-03,"January 03, 92",2.0,1.0,KMB
1412,1987-05-26,"May 26, 87",2.0,1.0,KMB
1413,1984-05-25,"May 25, 84",2.0,1.0,KMB
1414,2012-08-13,"August 13, 12",2.0,1.0,KO
1415,1996-05-13,"May 13, 96",2.0,1.0,KO
1416,1992-05-12,"May 12, 92",2.0,1.0,KO
1417,1990-05-14,"May 14, 90",2.0,1.0,KO
1418,1986-07-01,"July 01, 86",3.0,1.0,KO
1419,1977-06-01,"June 01, 77",2.0,1.0,KO
1420,1968-06-03,"June 03, 68",2.0,1.0,KO
1421,1965-05-19,"May 19, 65",2.0,1.0,KO
1422,1965-02-19,"February 19, 65",2.0,1.0,KO
1423,2015-07-14,"July 14, 15",2.0,1.0,KR
1424,1999-06-29,"June 29, 99",2.0,1.0,KR
1425,1997-04-23,"April 23, 97",2.0,1.0,KR
1426,1986-10-01,"October 01, 86",2.0,1.0,KR
1427,1979-05-29,"May 29, 79",2.0,1.0,KR
1428,2013-02-22,"February 22, 13",5.0,7.0,KRC
1429,2015-05-19,"May 19, 15",1.0,1.0,KRNY
1430,2015-05-15,"May 15, 15",13804.0,10000.0,KRNY
1431,1990-07-31,"July 31, 90",3.0,2.0,KWR
1432,1985-01-31,"January 31, 85",2.0,1.0,KWR
1433,1998-01-28,"January 28, 98",3.0,2.0,LANC
1434,1994-07-21,"July 21, 94",4.0,3.0,LANC
1435,1993-04-16,"April 16, 93",4.0,3.0,LANC
1436,1992-05-01,"May 01, 92",3.0,2.0,LANC
1437,1987-12-28,"December 28, 87",110.0,100.0,LANC
1438,1986-07-29,"July 29, 86",5.0,4.0,LANC
1439,1983-01-05,"January 05, 83",3.0,2.0,LANC
1440,2020-12-01,"December 01, 20",105.0,100.0,LARK
1441,2019-11-29,"November 29, 19",105.0,100.0,LARK
1442,2018-11-30,"November 30, 18",105.0,100.0,LARK
1443,2017-11-30,"November 30, 17",105.0,100.0,LARK
1444,2016-11-29,"November 29, 16",105.0,100.0,LARK
1445,2015-11-30,"November 30, 15",105.0,100.0,LARK
1446,2014-11-28,"November 28, 14",105.0,100.0,LARK
1447,2013-11-27,"November 27, 13",105.0,100.0,LARK
1448,2012-11-29,"November 29, 12",105.0,100.0,LARK
1449,2011-11-29,"November 29, 11",105.0,100.0,LARK
1450,2010-11-29,"November 29, 10",105.0,100.0,LARK
1451,2009-11-27,"November 27, 09",105.0,100.0,LARK
1452,2008-11-26,"November 26, 08",105.0,100.0,LARK
1453,2007-11-29,"November 29, 07",105.0,100.0,LARK
1454,2006-12-05,"December 05, 06",105.0,100.0,LARK
1455,2005-12-01,"December 01, 05",105.0,100.0,LARK
1456,2004-11-29,"November 29, 04",105.0,100.0,LARK
1457,2003-12-01,"December 01, 03",105.0,100.0,LARK
1458,2002-12-02,"December 02, 02",105.0,100.0,LARK
1459,2001-12-12,"December 12, 01",105.0,100.0,LARK
1460,2014-05-30,"May 30, 14",105.0,100.0,LBAI
1461,2012-03-28,"March 28, 12",105.0,100.0,LBAI
1462,2011-01-27,"January 27, 11",105.0,100.0,LBAI
1463,2007-10-29,"October 29, 07",105.0,100.0,LBAI
1464,2006-07-27,"July 27, 06",105.0,100.0,LBAI
1465,2005-07-27,"July 27, 05",1.0,1.0,LBAI
1466,2003-09-26,"September 26, 03",105.0,100.0,LBAI
1467,2002-10-29,"October 29, 02",105.0,100.0,LBAI
1468,2001-10-29,"October 29, 01",105.0,100.0,LBAI
1469,2000-10-27,"October 27, 00",105.0,100.0,LBAI
1470,2005-09-08,"September 08, 05",2.0,1.0,LCII
1471,1997-03-24,"March 24, 97",2.0,1.0,LCII
1472,1989-05-03,"May 03, 89",1.0,10.0,LCII
1473,2011-06-01,"June 01, 11",2.0,1.0,LECO
1474,1998-06-16,"June 16, 98",2.0,1.0,LECO
1475,1998-06-16,"June 16, 98",2.0,1.0,LEG
1476,1995-09-18,"September 18, 95",2.0,1.0,LEG
1477,1992-06-16,"June 16, 92",2.0,1.0,LEG
1478,1986-03-17,"March 17, 86",3.0,2.0,LEG
1479,1983-08-29,"August 29, 83",2.0,1.0,LEG
1480,1997-06-11,"June 11, 97",2.0,1.0,LFUS
1481,2009-05-11,"May 11, 09",10000.0,9448.0,LHX
1482,2005-03-31,"March 31, 05",2.0,1.0,LHX
1483,1997-09-29,"September 29, 97",2.0,1.0,LHX
1484,2003-12-16,"December 16, 03",2.0,1.0,LIN
1485,2016-08-08,"August 08, 16",3.0,2.0,LKFN
1486,2006-05-01,"May 01, 06",2.0,1.0,LKFN
1487,1998-05-18,"May 18, 98",2.0,1.0,LKFN
1488,1997-10-16,"October 16, 97",2.0,1.0,LLY
1489,1995-12-21,"December 21, 95",2.0,1.0,LLY
1490,1989-05-01,"May 01, 89",2.0,1.0,LLY
1491,1986-01-30,"January 30, 86",2.0,1.0,LLY
1492,1999-01-04,"January 04, 99",2.0,1.0,LMT
1493,1995-03-16,"March 16, 95",163.0,100.0,LMT
1494,1983-09-09,"September 09, 83",3.0,1.0,LMT
1495,1999-06-22,"June 22, 99",2.0,1.0,LNC
1496,1993-06-28,"June 28, 93",2.0,1.0,LNC
1497,1984-02-01,"February 01, 84",2.0,1.0,LNC
1498,1998-06-16,"June 16, 98",3.0,2.0,LNN
1499,1997-03-11,"March 11, 97",3.0,2.0,LNN
1500,1996-02-23,"February 23, 96",3.0,2.0,LNN
1501,1991-09-17,"September 17, 91",3.0,2.0,LNN
1502,1990-05-16,"May 16, 90",3.0,2.0,LNN
1503,2016-05-20,"May 20, 16",2.0,1.0,LNT
1504,1988-09-26,"September 26, 88",2.0,1.0,LNT
1505,2006-07-17,"July 17, 06",2.0,1.0,LOGI
1506,2005-07-01,"July 01, 05",2.0,1.0,LOGI
1507,2000-07-05,"July 05, 00",2.0,1.0,LOGI
1508,2006-07-03,"July 03, 06",2.0,1.0,LOW
1509,2001-07-02,"July 02, 01",2.0,1.0,LOW
1510,1998-06-29,"June 29, 98",2.0,1.0,LOW
1511,1994-04-04,"April 04, 94",2.0,1.0,LOW
1512,1992-06-29,"June 29, 92",2.0,1.0,LOW
1513,1983-04-29,"April 29, 83",1.0,1.0,LOW
1514,1981-11-02,"November 02, 81",3.0,2.0,LOW
1515,2000-03-17,"March 17, 00",3.0,1.0,LRCX
1516,1993-09-16,"September 16, 93",3.0,2.0,LRCX
1517,2005-01-10,"January 10, 05",2.0,1.0,LSTR
1518,2003-11-14,"November 14, 03",2.0,1.0,LSTR
1519,2002-08-13,"August 13, 02",2.0,1.0,LSTR
1520,2014-01-22,"January 22, 14",10.0,1.0,MA
1521,2015-07-01,"July 01, 15",1138.0,1000.0,MAS
1522,1998-07-13,"July 13, 98",2.0,1.0,MAS
1523,1986-05-20,"May 20, 86",2.0,1.0,MAS
1524,1984-07-03,"July 03, 84",105.0,100.0,MAS
1525,1982-12-30,"December 30, 82",2.0,1.0,MAS
1526,2001-09-04,"September 04, 01",2.0,1.0,MATW
1527,1998-06-03,"June 03, 98",2.0,1.0,MATW
1528,2012-07-02,"July 02, 12",10000.0,4795.0,MATX
1529,1988-06-03,"June 03, 88",2.0,1.0,MATX
1530,1986-06-06,"June 06, 86",3.0,2.0,MATX
1531,1984-03-12,"March 12, 84",2.0,1.0,MATX
1532,2007-04-19,"April 19, 07",105.0,100.0,MBWM
1533,2006-04-20,"April 20, 06",1.0,1.0,MBWM
1534,2005-07-14,"July 14, 05",105.0,100.0,MBWM
1535,2004-04-14,"April 14, 04",105.0,100.0,MBWM
1536,2003-01-15,"January 15, 03",105.0,100.0,MBWM
1537,2002-01-16,"January 16, 02",105.0,100.0,MBWM
1538,2001-01-17,"January 17, 01",105.0,100.0,MBWM
1539,2007-05-09,"May 09, 07",105.0,100.0,MCBC
1540,2006-06-30,"June 30, 06",3.0,2.0,MCBC
1541,2006-05-10,"May 10, 06",105.0,100.0,MCBC
1542,2005-05-09,"May 09, 05",115.0,100.0,MCBC
1543,2004-05-10,"May 10, 04",105.0,100.0,MCBC
1544,2003-05-12,"May 12, 03",105.0,100.0,MCBC
1545,2002-04-25,"April 25, 02",104.0,100.0,MCBC
1546,2001-04-19,"April 19, 01",103.0,100.0,MCBC
1547,1999-03-08,"March 08, 99",2.0,1.0,MCD
1548,1994-06-27,"June 27, 94",2.0,1.0,MCD
1549,1989-06-19,"June 19, 89",2.0,1.0,MCD
1550,1987-06-23,"June 23, 87",3.0,2.0,MCD
1551,1986-06-26,"June 26, 86",3.0,2.0,MCD
1552,1984-09-25,"September 25, 84",3.0,2.0,MCD
1553,1982-10-07,"October 07, 82",3.0,2.0,MCD
1554,1972-06-06,"June 06, 72",2.0,1.0,MCD
1555,1971-06-14,"June 14, 71",3.0,2.0,MCD
1556,2002-05-09,"May 09, 02",3.0,2.0,MCHP
1557,2000-09-27,"September 27, 00",3.0,2.0,MCHP
1558,2000-02-08,"February 08, 00",3.0,2.0,MCHP
1559,1997-01-07,"January 07, 97",3.0,2.0,MCHP
1560,1994-11-09,"November 09, 94",3.0,2.0,MCHP
1561,1994-04-05,"April 05, 94",3.0,2.0,MCHP
1562,1993-09-14,"September 14, 93",2.0,1.0,MCHP
1563,1998-01-05,"January 05, 98",2.0,1.0,MCK
1564,2005-05-19,"May 19, 05",2.0,1.0,MCO
1565,1997-10-10,"October 10, 97",2.0,1.0,MCY
1566,1992-09-14,"September 14, 92",2.0,1.0,MCY
1567,1999-09-27,"September 27, 99",2.0,1.0,MDT
1568,1997-09-15,"September 15, 97",2.0,1.0,MDT
1569,1995-09-29,"September 29, 95",2.0,1.0,MDT
1570,1994-09-30,"September 30, 94",2.0,1.0,MDT
1571,1991-08-30,"August 30, 91",2.0,1.0,MDT
1572,1989-08-31,"August 31, 89",2.0,1.0,MDT
1573,1980-08-01,"August 01, 80",2.0,1.0,MDT
1574,2006-07-27,"July 27, 06",3.0,2.0,MDU
1575,2003-10-30,"October 30, 03",3.0,2.0,MDU
1576,1998-07-14,"July 14, 98",3.0,2.0,MDU
1577,1995-10-16,"October 16, 95",3.0,2.0,MDU
1578,1986-07-16,"July 16, 86",2.0,1.0,MDU
1579,1978-02-01,"February 01, 78",2.0,1.0,MDU
1580,2017-08-07,"August 07, 17",1122.0,1000.0,MET
1581,2006-06-05,"June 05, 06",2.0,1.0,MFC
1582,2004-12-16,"December 16, 04",1.0,20.0,MFNC
1583,2015-03-26,"March 26, 15",2.0,1.0,MGA
1584,2010-11-26,"November 26, 10",2.0,1.0,MGA
1585,2014-02-10,"February 10, 14",3.0,2.0,MGEE
1586,1996-02-21,"February 21, 96",3.0,2.0,MGEE
1587,1992-01-22,"January 22, 92",3.0,2.0,MGEE
1588,2005-03-28,"March 28, 05",2.0,1.0,MGRC
1589,1997-04-28,"April 28, 97",2.0,1.0,MGRC
1590,1991-04-22,"April 22, 91",2.0,1.0,MGRC
1591,2020-12-01,"December 01, 20",2.0,1.0,MKC
1592,2002-04-09,"April 09, 02",2.0,1.0,MKC
1593,1992-01-21,"January 21, 92",2.0,1.0,MKC
1594,1990-01-22,"January 22, 90",2.0,1.0,MKC
1595,1988-04-28,"April 28, 88",2.0,1.0,MKC
1596,1977-03-22,"March 22, 77",2.0,1.0,MKC
1597,2002-07-01,"July 01, 02",2.0,1.0,MMC
1598,1998-06-29,"June 29, 98",3.0,2.0,MMC
1599,1997-06-30,"June 30, 97",2.0,1.0,MMC
1600,1986-05-15,"May 15, 86",2.0,1.0,MMC
1601,1980-11-12,"November 12, 80",2.0,1.0,MMC
1602,2003-09-30,"September 30, 03",2.0,1.0,MMM
1603,1994-04-11,"April 11, 94",2.0,1.0,MMM
1604,1987-06-16,"June 16, 87",2.0,1.0,MMM
1605,1972-06-16,"June 16, 72",2.0,1.0,MMM
1606,2012-10-15,"October 15, 12",2.0,1.0,MMP
1607,2005-04-13,"April 13, 05",2.0,1.0,MMP
1608,2010-12-27,"December 27, 10",3.0,2.0,MNRO
1609,2007-10-02,"October 02, 07",3.0,2.0,MNRO
1610,2003-11-03,"November 03, 03",3.0,2.0,MNRO
1611,1998-06-04,"June 04, 98",105.0,100.0,MNRO
1612,1997-06-18,"June 18, 97",105.0,100.0,MNRO
1613,1996-06-19,"June 19, 96",1.0,1.0,MNRO
1614,1996-06-18,"June 18, 96",105.0,100.0,MNRO
1615,1995-06-21,"June 21, 95",1.0,1.0,MNRO
1616,1994-06-13,"June 13, 94",1.0,1.0,MNRO
1617,1997-04-11,"April 11, 97",3.0,1.0,MO
1618,1989-10-11,"October 11, 89",4.0,1.0,MO
1619,1986-04-11,"April 11, 86",2.0,1.0,MO
1620,1979-06-01,"June 01, 79",2.0,1.0,MO
1621,1974-06-03,"June 03, 74",2.0,1.0,MO
1622,1969-05-22,"May 22, 69",2.0,1.0,MO
1623,1966-05-19,"May 19, 66",3.0,1.0,MO
1624,2007-05-07,"May 07, 07",105.0,100.0,MPB
1625,2006-02-06,"February 06, 06",105.0,100.0,MPB
1626,2003-05-05,"May 05, 03",105.0,100.0,MPB
1627,1999-11-08,"November 08, 99",105.0,100.0,MPB
1628,1998-11-06,"November 06, 98",105.0,100.0,MPB
1629,2015-06-11,"June 11, 15",2.0,1.0,MPC
1630,1999-02-17,"February 17, 99",2.0,1.0,MRK
1631,1992-05-26,"May 26, 92",3.0,1.0,MRK
1632,1988-05-26,"May 26, 88",3.0,1.0,MRK
1633,1986-05-27,"May 27, 86",2.0,1.0,MRK
1634,1972-06-01,"June 01, 72",2.0,1.0,MRK
1635,2000-01-27,"January 27, 00",2.0,1.0,MS
1636,1997-01-15,"January 15, 97",2.0,1.0,MS
1637,2004-01-29,"January 29, 04",3.0,1.0,MSA
1638,2000-05-25,"May 25, 00",3.0,1.0,MSA
1639,1985-09-11,"September 11, 85",2.0,1.0,MSA
1640,1980-05-16,"May 16, 80",2.0,1.0,MSA
1641,1977-04-26,"April 26, 77",2.0,1.0,MSA
1642,2003-11-17,"November 17, 03",4.0,3.0,MSEX
1643,2002-01-03,"January 03, 02",3.0,2.0,MSEX
1644,1992-10-02,"October 02, 92",2.0,1.0,MSEX
1645,1985-01-02,"January 02, 85",2.0,1.0,MSEX
1646,2003-02-18,"February 18, 03",2.0,1.0,MSFT
1647,1999-03-29,"March 29, 99",2.0,1.0,MSFT
1648,1998-02-23,"February 23, 98",2.0,1.0,MSFT
1649,1996-12-09,"December 09, 96",2.0,1.0,MSFT
1650,1994-05-23,"May 23, 94",2.0,1.0,MSFT
1651,1992-06-15,"June 15, 92",3.0,2.0,MSFT
1652,1991-06-27,"June 27, 91",3.0,2.0,MSFT
1653,1990-04-16,"April 16, 90",2.0,1.0,MSFT
1654,1987-09-21,"September 21, 87",2.0,1.0,MSFT
1655,2011-01-04,"January 04, 11",10000.0,40425.0,MSI
1656,2004-12-03,"December 03, 04",1000.0,895.0,MSI
1657,2000-06-02,"June 02, 00",3.0,1.0,MSI
1658,1994-04-19,"April 19, 94",2.0,1.0,MSI
1659,1993-01-19,"January 19, 93",2.0,1.0,MSI
1660,1984-06-04,"June 04, 84",3.0,1.0,MSI
1661,1998-05-26,"May 26, 98",2.0,1.0,MSM
1662,1984-06-25,"June 25, 84",2.0,1.0,MTRN
1663,1983-01-21,"January 21, 83",3.0,2.0,MTRN
1664,2011-02-23,"February 23, 11",3.0,2.0,NATI
1665,2004-02-23,"February 23, 04",3.0,2.0,NATI
1666,1999-08-23,"August 23, 99",3.0,2.0,NATI
